purchase_id,customer_id,pet_id,product_id,category,breed,size_category,weight_kg,age_group,age_years,allergy,health_condition,purchased_at,quantity,rating,review,is_holdout
O01160,C0245,P0326,F0122,간식,말티즈,소형,5.0,성견,1.5,,신장 관리식 필요,2026-07-05,1,4,장난감 대신 씹을 거리로 골랐어요. 냄새 맡자마자 자리에 앉아서 기다려요. 치석 제거 효과가 있는지 이빨이 깨끗해졌어요. 말티즈라 그런지 입이 짧아서 조금씩 자주 먹어요. 효과가 좋아서 재구매 의사 있어요.,0
O01161,C0245,P0326,F0147,간식,말티즈,소형,5.0,성견,1.5,,신장 관리식 필요,2026-07-09,1,4,심심할 때 주려고 대용량으로 샀어요. 처음엔 잘 먹더니 물려하는지 요즘은 시큰둥해요. 다른 맛도 사보려고요.,0
O01162,C0245,P0326,F0034,사료,말티즈,소형,5.0,성견,1.5,,신장 관리식 필요,2026-07-17,1,5,예민한 장 때문에 저자극 사료 찾던 중이었어요. 그릇 비우는 속도가 달라졌어요. 소형견이라 알갱이(크기)가 딱 맞아요. 재구매 예정입니다!!,0
O01163,C0245,P0326,F0190,간식,말티즈,소형,5.0,성견,1.5,,신장 관리식 필요,2026-08-04,2,5,맛있게는 먹는데 가격이 좀 부담돼요. 말티즈 특유로 까다롭게 골라 먹는 편인데 이건 잘 먹어요. 강아지들 사이에서 인기템이에요.,0
O01164,C0245,P0326,F0105,간식,말티즈,소형,5.0,성견,1.5,,신장 관리식 필요,2026-08-11,2,5,퍼피용 부드러운 간식 찾던 중이었어요. 훈련할 때 반응이 확실히 좋아졌어요. 손에 들자마자 꼬리 흔들며 달려와요. 훈련용으로 계속 재구매할 것 같아요.,1
O01165,C0246,P0327,F0051,사료,요크셔테리어,소형,5.0,시니어,13.8,,,2024-03-11,2,1,입맛에 안 맞는지 자꾸 남겨요. 처음엔 좀 먹더니 며칠 지나니 안 먹으려고 해요. 나이가 있어서 그런지 예전보다 적게 먹네요. 환불 문의했어요.,0
O01166,C0246,P0327,F0160,간식,요크셔테리어,소형,5.0,시니어,13.8,,,2025-10-12,1,5,다이어트 중이라 저칼로리 간식으로 골랐어요. 좋아하긴 하는데 며칠 먹이니 살짝 가려워하는 것 같아요. 이빨이 약해진 나이라 부드러운 걸 좋아해요. 효과가 좋아서 재구매 의사 있어요ㅎㅎ,0
O01167,C0246,P0327,F0172,간식,요크셔테리어,소형,5.0,시니어,13.8,,,2026-01-25,1,3,훈련용으로 쓰려고 구매했어요. 잘 먹긴 하는데 너무 딱딱해서 걱정돼요. 소형견이라 알갱이(크기)가 딱 맞아요. 그냥저냥 주고 있어요.,1
O01168,C0246,P0328,F0055,사료,미니어처닥스훈트,소형,6.7,성견,3.6,,,2024-10-18,1,5,입질 심한 아이라 소화 잘되는 걸로 찾았어요. 밥 시간마다 꼬리를 흔들면서 달려와요. 활력이 좋아진 것 같아요. 효과가 좋아서 재구매 의사 있어요.,0
O01169,C0246,P0328,F0144,간식,미니어처닥스훈트,소형,6.7,성견,3.6,,,2026-03-12,1,5,소형견용 작은 사이즈로 찾다가 발견했어요. 소분하기 좋게 포장돼 있어서 편해요. 다른 맛도 사보려고요.,1
O01170,C0246,P0329,F0036,사료,미니어처닥스훈트,소형,5.5,성견,2.1,,,2024-06-25,2,4,기존 사료 단종돼서 급하게 대체품 찾았어요. 냄새 맡고 좋아하긴 하는데 이상하게 살은 안 쪄요. 이 사료로 계속 갈 것 같아요.,0
O01171,C0246,P0329,F0103,간식,미니어처닥스훈트,소형,5.5,성견,2.1,,,2024-11-16,1,3,이빨 약한 노령견용으로 부드러운 걸 찾았어요. 가격 대비 괜찮아요. 나쁘지 않아요ㅎㅎ,1
O01172,C0247,P0330,F0117,간식,요크셔테리어,소형,6.8,성견,2.1,,,2025-03-04,1,3,산책 보상용으로 구매했어요. 잘 먹는데 부스러기가 너무 많이 떨어져요. 소형견 특유의 예민한 장인데도 탈 없이 잘 먹어요. 무난하게 급여 중입니다.,0
O01173,C0247,P0330,F0014,사료,요크셔테리어,소형,6.8,성견,2.1,,,2025-07-15,1,4,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 털에 윤기가 도는 게 눈에 보여요. 편식하던 아이인데 이건 남김없이 먹어요. 주변 강아지 친구들에게도 추천했어요.,0
O01174,C0247,P0330,F0036,사료,요크셔테리어,소형,6.8,성견,2.1,,,2026-02-08,1,5,첫 사료라 고민 많이 하다가 골랐어요. 장이 편안한지 컨디션이 좋아 보여요. 사료 그릇을 핥아먹을 정도로 좋아해요. 재구매 예정입니다.,0
O01175,C0247,P0330,F0046,사료,요크셔테리어,소형,6.8,성견,2.1,,,2026-03-17,2,4,소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 변 상태가 훨씬 단단해졌어요.,0
O01176,C0247,P0330,F0089,사료,요크셔테리어,소형,6.8,성견,2.1,,,2026-04-17,2,5,변 색깔이랑 굳기가 딱 좋아요. 우리 아이가 정말 잘 먹어요. 이 사료로 계속 갈 것 같아요.,0
O01177,C0247,P0330,F0007,사료,요크셔테리어,소형,6.8,성견,2.1,,,2026-04-21,1,4,대용량으로 시켜봤어요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 소형견 특유의 예민한 장인데도 탈 없이 잘 먹어요. 효과가 좋아서 재구매 의사 있어요.,1
O01178,C0248,P0331,F0160,간식,시츄,소형,5.7,성견,3.0,,,2026-03-13,1,5,퍼피용 부드러운 간식 찾던 중이었어요. 크기가 적당해서 소형견도 먹기 편해요. 편식하는 아이도 이건 잘 먹어요. 입이 짧은 시츄인데도 잘 먹어요. 강아지들 사이에서 인기템이에요ㅎㅎ,1
O01179,C0248,P0332,F0095,사료,포메라니안,소형,4.3,시니어,12.5,,,2025-12-01,1,3,"곡물 알레르기 있어서 곡물프리로 알아보다 구매했어요. 처음엔 잘 먹더니 요즘은 시들해요, 그래도 소화는 잘 되는 것 같아요. 나이가 있어서 그런지 예전보다 적게 먹네요. 그럭저럭 먹이고 있어요.",0
O01180,C0248,P0332,F0007,사료,포메라니안,소형,4.3,시니어,12.5,,,2026-03-05,1,5,시니어 사료로 갈아탈 시기가 돼서 주문했어요. 물에 불리지 않아도 잘 먹어요.,0
O01181,C0248,P0332,F0084,사료,포메라니안,소형,4.3,시니어,12.5,,,2026-05-12,1,5,사료 그릇을 핥아먹을 정도로 좋아해요. 그릇 비우는 속도가 달라졌어요. 강력 추천해요.,1
O01182,C0249,P0333,F0121,간식,웰시코기,중형,8.2,시니어,9.8,,,2026-05-13,1,3,다이어트 중이라 저칼로리 간식으로 골랐어요. 냄새는 좋아하는데 크기가 커서 나눠줘야 해요. 그냥저냥 주고 있어요~,0
O01183,C0249,P0333,F0044,사료,웰시코기,중형,8.2,시니어,9.8,,,2026-05-24,1,5,첫 사료라 고민 많이 하다가 골랐어요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 우리 아이가 정말 잘 먹어요~,0
O01184,C0249,P0333,F0136,간식,웰시코기,중형,8.2,시니어,9.8,,,2026-06-03,2,4,한 개 주면 더 달라고 계속 쳐다봐요. 많이 먹어도 속이 편한지 컨디션이 좋아요. 훈련용으로 계속 재구매할 것 같아요.,0
O01185,C0249,P0333,F0095,사료,웰시코기,중형,8.2,시니어,9.8,,,2026-06-09,1,4,양은 적당한데 곡물이 들어있어서 우리 아이한테는 살짝 안 맞았어요. 다리가 짧아도 식욕은 왕성해서 순식간에 먹어치워요. 재구매 예정입니다.,0
O01186,C0249,P0333,F0033,사료,웰시코기,중형,8.2,시니어,9.8,,,2026-06-14,3,4,냄새를 맡자마자 좋아하더라고요. 편식하던 아이인데 이건 남김없이 먹어요. 이빨이 약해진 나이라 부드러운 걸 좋아해요. 강력 추천해요.,0
O01187,C0249,P0333,F0107,간식,웰시코기,중형,8.2,시니어,9.8,,,2026-06-25,3,3,장난감 대신 씹을 거리로 골랐어요. 잘 씹어 먹긴 하는데 양이 너무 적어서 금방 없어져요. 무난하게 급여 중입니다ㅜㅜ,0
O01188,C0249,P0333,F0025,사료,웰시코기,중형,8.2,시니어,9.8,,,2026-06-30,1,4,리뷰 좋길래 반신반의로 시켜봤어요. 변 색깔이랑 굳기가 딱 좋아요. 활동량이 있는 편이라 이 정도는 금방 먹어요.,0
O01189,C0249,P0333,F0135,간식,웰시코기,중형,8.2,시니어,9.8,,,2026-07-18,3,4,새로운 맛 궁금해서 시켜봤어요. 소분하기 좋게 포장돼 있어서 편해요. 편식하는 아이도 이건 잘 먹어요. 다른 맛도 사보려고요.,1
O01190,C0250,P0334,F0151,간식,포메라니안,소형,3.1,성견,2.1,소고기 알레르기,비만 관리 중,2025-09-03,1,4,치석 관리용으로 알아보다 샀어요. 크기가 적당해서 소형견도 먹기 편해요. 손에 들자마자 꼬리 흔들며 달려와요.,0
O01191,C0250,P0334,F0062,사료,포메라니안,소형,3.1,성견,2.1,소고기 알레르기,비만 관리 중,2026-02-25,1,3,동물병원에서 체중 관리용으로 추천받았어요. 나쁘지 않아요.,0
O01192,C0250,P0334,F0013,사료,포메라니안,소형,3.1,성견,2.1,소고기 알레르기,비만 관리 중,2026-04-17,1,4,입질 심한 아이라 소화 잘되는 걸로 찾았어요. 먹는 건 좋아하는데 방귀 냄새가 심해졌어요. 털이 풍성한 아이라 그런지 피모 개선 효과가 보여요. 효과가 좋아서 재구매 의사 있어요.,1
O01193,C0251,P0335,F0131,간식,비글,중형,10.6,퍼피,0.7,,,2026-02-07,1,5,훈련용으로 쓰려고 구매했어요. 많이 먹어도 속이 편한지 컨디션이 좋아요. 치석 제거 효과가 있는지 이빨이 깨끗해졌어요. 이갈이 시기라 씹는 걸 좋아해요. 효과가 좋아서 재구매 의사 있어요.,1
O01194,C0252,P0336,F0080,사료,비글,중형,11.1,시니어,9.2,,,2026-02-04,1,1,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 그릇 앞에서 킁킁거리기만 하고 돌아서요. 비글답게 먹는 거라면 다 좋아해요. 재구매 의사 없어요!!,0
O01195,C0252,P0336,F0049,사료,비글,중형,11.1,시니어,9.2,,,2026-03-19,1,5,예민한 장 때문에 저자극 사료 찾던 중이었어요. 기호성은 좋은데 변이 자주 묽게 나와서 고민이에요.,0
O01196,C0252,P0336,F0049,사료,비글,중형,11.1,시니어,9.2,,,2026-06-19,2,4,기존 사료 단종돼서 급하게 대체품 찾았어요. 털에 윤기가 도는 게 눈에 보여요. 밥 시간마다 꼬리를 흔들면서 달려와요. 주변 강아지 친구들에게도 추천했어요.,1
O01197,C0252,P0337,F0052,사료,요크셔테리어,소형,5.8,성견,5.8,,,2026-01-12,3,5,퍼피 전용으로 바꿔주려고 구매했어요. 활력이 좋아진 것 같아요. 물에 불리지 않아도 잘 먹어요. 소형견 특유의 예민한 장인데도 탈 없이 잘 먹어요.,0
O01198,C0252,P0337,F0080,사료,요크셔테리어,소형,5.8,성견,5.8,,,2026-03-15,1,5,다른 사료 다 먹여봤는데 이게 제일 잘 맞아서 재구매했어요. 변 상태가 훨씬 단단해졌어요.,0
O01199,C0252,P0337,F0043,사료,요크셔테리어,소형,5.8,성견,5.8,,,2026-06-19,1,4,수의사 추천으로 바꿔봤어요. 장이 편안한지 컨디션이 좋아 보여요. 이 사료로 계속 갈 것 같아요.,0
O01200,C0252,P0337,F0045,사료,요크셔테리어,소형,5.8,성견,5.8,,,2026-07-19,1,3,다른 사료 다 먹여봤는데 이게 제일 잘 맞아서 재구매했어요. 잘 먹는데 사료 냄새가 집안에 좀 남아요.,1
O01201,C0253,P0338,F0098,사료,비글,중형,12.2,성견,6.9,,비만 관리 중,2024-04-29,1,5,입질 심한 아이라 소화 잘되는 걸로 찾았어요. 변 상태가 훨씬 단단해졌어요. 그릇 비우는 속도가 달라졌어요.,0
O01202,C0253,P0338,F0079,사료,비글,중형,12.2,성견,6.9,,비만 관리 중,2024-10-25,1,4,기존 사료 단종돼서 급하게 대체품 찾았어요. 편식하던 아이인데 이건 남김없이 먹어요. 변 색깔이랑 굳기가 딱 좋아요. 비글답게 먹는 거라면 다 좋아해요. 이 사료로 계속 갈 것 같아요.,0
O01203,C0253,P0338,F0008,사료,비글,중형,12.2,성견,6.9,,비만 관리 중,2026-07-16,1,4,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 밥 시간마다 꼬리를 흔들면서 달려와요. 재구매 예정입니다.,1
O01204,C0254,P0339,F0058,사료,웰시코기,중형,16.7,시니어,8.3,곡물 알레르기,,2026-06-08,1,4,첫 사료라 고민 많이 하다가 골랐어요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 효과가 좋아서 재구매 의사 있어요~,0
O01205,C0254,P0339,F0014,사료,웰시코기,중형,16.7,시니어,8.3,곡물 알레르기,,2026-06-25,3,3,동물병원에서 체중 관리용으로 추천받았어요. 잘 먹기는 하는데 변이 좀 무르게 나와요. 나이가 있어서 그런지 예전보다 적게 먹네요. 무난하게 급여 중입니다.,1
O01206,C0255,P0340,F0157,간식,요크셔테리어,소형,6.7,성견,3.8,,,2026-03-04,3,5,여행 갈 때 간식으로 챙기려고 샀어요. 냄새는 좋아하는데 크기가 커서 나눠줘야 해요. 소형견 특유의 예민한 장인데도 탈 없이 잘 먹어요. 강아지들 사이에서 인기템이에요.,0
O01207,C0255,P0340,F0082,사료,요크셔테리어,소형,6.7,성견,3.8,,,2026-03-10,1,5,퍼피 전용으로 바꿔주려고 구매했어요. 맛은 있나 본데 변 냄새가 너무 독해졌어요. 소형견 특유의 예민한 장인데도 탈 없이 잘 먹어요. 주변 강아지 친구들에게도 추천했어요.,0
O01208,C0255,P0340,F0053,사료,요크셔테리어,소형,6.7,성견,3.8,,,2026-06-09,1,5,시니어 사료로 갈아탈 시기가 돼서 주문했어요. 털에 윤기가 도는 게 눈에 보여요. 소형견 특유의 예민한 장인데도 탈 없이 잘 먹어요. 강력 추천해요.,1
O01209,C0255,P0341,F0016,사료,요크셔테리어,소형,5.1,퍼피,0.5,,,2025-05-31,1,5,곡물 알레르기 있어서 곡물프리로 알아보다 구매했어요. 우리 아이가 정말 잘 먹어요. 장이 편안한지 컨디션이 좋아 보여요. 입이 작은 아이라 한 번에 많이는 못 먹어요. 이 사료로 계속 갈 것 같아요.,0
O01210,C0255,P0341,F0019,사료,요크셔테리어,소형,5.1,퍼피,0.5,,,2025-07-15,1,5,예민한 장 때문에 저자극 사료 찾던 중이었어요. 기호성은 최고인데 며칠 먹이니 살짝 가려워하더라고요. 주변 강아지 친구들에게도 추천했어요~,0
O01211,C0255,P0341,F0168,간식,요크셔테리어,소형,5.1,퍼피,0.5,,,2025-07-19,2,5,미용 보상용으로 하나 사봤어요. 냄새 맡자마자 자리에 앉아서 기다려요.,0
O01212,C0255,P0341,F0082,사료,요크셔테리어,소형,5.1,퍼피,0.5,,,2025-10-03,1,5,대용량으로 시켜봤어요. 물에 불리지 않아도 잘 먹어요. 활력이 좋아진 것 같아요. 재구매 예정입니다.,0
O01213,C0255,P0341,F0102,간식,요크셔테리어,소형,5.1,퍼피,0.5,,,2026-02-28,5,5,심심할 때 주려고 대용량으로 샀어요. 한 개 주면 더 달라고 계속 쳐다봐요. 이갈이 시기라 씹는 걸 좋아해요. 훈련용으로 계속 재구매할 것 같아요.,0
O01214,C0255,P0341,F0016,사료,요크셔테리어,소형,5.1,퍼피,0.5,,,2026-03-17,1,3,수의사 추천으로 바꿔봤어요. 적응 기간엔 잘 먹었는데 점점 흥미를 잃는 것 같아요. 그럭저럭 먹이고 있어요.,1
O01215,C0256,P0342,F0022,사료,시츄,소형,4.7,시니어,11.4,,,2025-02-14,3,5,소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 냄새를 맡자마자 좋아하더라고요. 소형견이라 알갱이(크기)가 딱 맞아요. 강력 추천해요.,0
O01216,C0256,P0342,F0091,사료,시츄,소형,4.7,시니어,11.4,,,2025-04-02,2,5,사료 그릇을 핥아먹을 정도로 좋아해요. 털에 윤기가 도는 게 눈에 보여요. 입이 작은 아이라 한 번에 많이는 못 먹어요. 효과가 좋아서 재구매 의사 있어요.,1
O01217,C0257,P0343,F0072,사료,포메라니안,소형,6.1,시니어,10.8,,,2025-07-25,1,1,리뷰 좋길래 반신반의로 시켜봤어요. 다른 간식 섞어줘야 겨우 먹어요. 입이 작은 아이라 한 번에 많이는 못 먹어요.,0
O01218,C0257,P0343,F0160,간식,포메라니안,소형,6.1,시니어,10.8,,,2026-01-30,3,4,심심할 때 주려고 대용량으로 샀어요. 맛있게는 먹는데 가격이 좀 부담돼요. 노령견이라 소화가 잘 되는지 걱정했는데 다행히 괜찮아요. 효과가 좋아서 재구매 의사 있어요ㅜㅜ,0
O01219,C0257,P0343,F0075,사료,포메라니안,소형,6.1,시니어,10.8,,,2026-03-13,2,4,곡물 알레르기 있어서 곡물프리로 알아보다 구매했어요. 변 색깔이랑 굳기가 딱 좋아요. 장이 편안한지 컨디션이 좋아 보여요. 재구매 예정입니다.,0
O01220,C0257,P0343,F0092,사료,포메라니안,소형,6.1,시니어,10.8,,,2026-03-25,2,4,다른 사료 다 먹여봤는데 이게 제일 잘 맞아서 재구매했어요. 냄새를 맡자마자 좋아하더라고요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 소형견이라 알갱이(크기)가 딱 맞아요. 이 사료로 계속 갈 것 같아요.,0
O01221,C0257,P0343,F0091,사료,포메라니안,소형,6.1,시니어,10.8,,,2026-06-23,1,4,소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 잘 먹는 편인데 가끔 토를 해서 지켜보고 있어요~,0
O01222,C0257,P0343,F0045,사료,포메라니안,소형,6.1,시니어,10.8,,,2026-06-29,1,5,가격은 좀 있는데 그만큼 잘 먹어서 만족해요.,1
O01223,C0258,P0344,F0122,간식,요크셔테리어,소형,6.4,퍼피,0.5,,비만 관리 중,2024-12-23,3,5,미용 보상용으로 하나 사봤어요. 너무 딱딱하지 않아서 노령견도 잘 씹어요. 훈련할 때 반응이 확실히 좋아졌어요. 다른 맛도 사보려고요.,0
O01224,C0258,P0344,F0067,사료,요크셔테리어,소형,6.4,퍼피,0.5,,비만 관리 중,2026-05-23,1,4,밥 시간마다 꼬리를 흔들면서 달려와요. 우리 아이가 정말 잘 먹어요.,1
O01225,C0259,P0345,F0107,간식,시츄,소형,5.2,성견,4.3,,,2025-01-13,2,5,소형견용 작은 사이즈로 찾다가 발견했어요. 손에 들자마자 꼬리 흔들며 달려와요. 소분하기 좋게 포장돼 있어서 편해요. 훈련용으로 계속 재구매할 것 같아요.,0
O01226,C0259,P0345,F0152,간식,시츄,소형,5.2,성견,4.3,,,2026-02-09,1,1,여행 갈 때 간식으로 챙기려고 샀어요. 부스러기가 많이 떨어져서 청소가 번거로워요. 간식 먹고 나서 변이 물러졌어요. 다른 브랜드로 바꿔보려고요.,0
O01227,C0259,P0345,F0008,사료,시츄,소형,5.2,성견,4.3,,,2026-04-17,1,4,기존 사료 단종돼서 급하게 대체품 찾았어요. 편식하던 아이인데 이건 남김없이 먹어요. 강력 추천해요.,1
O01228,C0260,P0346,F0169,간식,비숑프리제,소형,6.7,시니어,9.8,,,2025-05-12,1,4,장난감 대신 씹을 거리로 골랐어요. 치석 제거 효과가 있는지 이빨이 깨끗해졌어요. 너무 딱딱하지 않아서 노령견도 잘 씹어요. 소형견이라 알갱이(크기)가 딱 맞아요. 강아지들 사이에서 인기템이에요.,0
O01229,C0260,P0346,F0073,사료,비숑프리제,소형,6.7,시니어,9.8,,,2025-11-25,1,4,양은 적당한데 곡물이 들어있어서 우리 아이한테는 살짝 안 맞았어요. 소형견이라 알갱이(크기)가 딱 맞아요. 효과가 좋아서 재구매 의사 있어요.,0
O01230,C0260,P0346,F0130,간식,비숑프리제,소형,6.7,시니어,9.8,,,2026-03-07,1,2,"퍼피용 부드러운 간식 찾던 중이었어요. 좋아하긴 하는데 며칠 먹이니 살짝 가려워하는 것 같아요. 전혀 안 먹어요, 비추합니다.",1
O01231,C0261,P0347,F0088,사료,진돗개,대형,26.6,시니어,10.1,특정 단백질 민감,신장 관리식 필요,2026-05-10,1,5,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 변 상태가 훨씬 단단해졌어요. 사료 그릇을 핥아먹을 정도로 좋아해요. 주변 강아지 친구들에게도 추천했어요.,0
O01232,C0261,P0347,F0112,간식,진돗개,대형,26.6,시니어,10.1,특정 단백질 민감,신장 관리식 필요,2026-06-03,1,5,산책 보상용으로 구매했어요. 잘 먹긴 하는데 너무 딱딱해서 걱정돼요. 효과가 좋아서 재구매 의사 있어요!!,0
O01233,C0261,P0347,F0149,간식,진돗개,대형,26.6,시니어,10.1,특정 단백질 민감,신장 관리식 필요,2026-07-23,1,5,치석 관리용으로 알아보다 샀어요. 냄새 맡자마자 자리에 앉아서 기다려요. 편식하는 아이도 이건 잘 먹어요. 덩치가 커서 그런지 먹는 양도 많아요. 훈련용으로 계속 재구매할 것 같아요.,0
O01234,C0261,P0347,F0067,사료,진돗개,대형,26.6,시니어,10.1,특정 단백질 민감,신장 관리식 필요,2026-08-04,1,5,냄새 맡고 좋아하긴 하는데 이상하게 살은 안 쪄요. 덩치가 커서 그런지 먹는 양도 많아요.,1
O01235,C0262,P0348,F0073,사료,셰퍼드,대형,38.2,성견,3.1,,,2025-06-29,1,3,리뷰 좋길래 반신반의로 시켜봤어요. 특별히 좋지도 나쁘지도 않아요. 그냥 그래요. 무난하게 급여 중입니다ㅜㅜ,0
O01236,C0262,P0348,F0164,간식,셰퍼드,대형,38.2,성견,3.1,,,2025-10-08,3,3,새로운 맛 궁금해서 시켜봤어요. 무난하게 주고 있어요. 보통이에요. 덩치가 커서 그런지 먹는 양도 많아요. 그냥저냥 주고 있어요.,0
O01237,C0262,P0348,F0034,사료,셰퍼드,대형,38.2,성견,3.1,,,2025-10-23,1,3,첫 사료라 고민 많이 하다가 골랐어요. 먹는 건 좋아하는데 방귀 냄새가 심해졌어요. 대형견이라 그런지 양이 금방 줄어요. 그럭저럭 먹이고 있어요.,0
O01238,C0262,P0348,F0060,사료,셰퍼드,대형,38.2,성견,3.1,,,2025-12-24,1,5,활력이 좋아진 것 같아요. 물에 불리지 않아도 잘 먹어요. 대형견이라 그런지 양이 금방 줄어요.,0
O01239,C0262,P0348,F0170,간식,셰퍼드,대형,38.2,성견,3.1,,,2025-12-24,3,4,좋아하긴 하는데 먹고 나서 변이 좀 물러요.,0
O01240,C0262,P0348,F0049,사료,셰퍼드,대형,38.2,성견,3.1,,,2026-02-17,1,4,퍼피 전용으로 바꿔주려고 구매했어요. 기호성은 최고인데 며칠 먹이니 살짝 가려워하더라고요. 효과가 좋아서 재구매 의사 있어요.,1
O01241,C0262,P0349,F0019,사료,말티즈,소형,4.6,시니어,13.8,,,2025-05-07,1,5,시니어 사료로 갈아탈 시기가 돼서 주문했어요. 그릇 비우는 속도가 달라졌어요.,0
O01242,C0262,P0349,F0024,사료,말티즈,소형,4.6,시니어,13.8,,,2025-06-06,1,4,동물병원에서 체중 관리용으로 추천받았어요. 잘 먹는 편인데 가끔 토를 해서 지켜보고 있어요. 말티즈라 그런지 입이 짧아서 조금씩 자주 먹어요. 강력 추천해요.,0
O01243,C0262,P0349,F0013,사료,말티즈,소형,4.6,시니어,13.8,,,2025-06-20,2,5,예민한 장 때문에 저자극 사료 찾던 중이었어요. 편식하던 아이인데 이건 남김없이 먹어요. 이 사료로 계속 갈 것 같아요.,0
O01244,C0262,P0349,F0184,간식,말티즈,소형,4.6,시니어,13.8,,,2025-12-31,1,4,훈련용으로 쓰려고 구매했어요. 훈련할 때 반응이 확실히 좋아졌어요. 다른 맛도 사보려고요.,0
O01245,C0262,P0349,F0034,사료,말티즈,소형,4.6,시니어,13.8,,,2026-01-16,1,4,입질 심한 아이라 소화 잘되는 걸로 찾았어요. 냄새를 맡자마자 좋아하더라고요. 말티즈 특유로 까다롭게 골라 먹는 편인데 이건 잘 먹어요. 재구매 예정입니다.,0
O01246,C0262,P0349,F0089,사료,말티즈,소형,4.6,시니어,13.8,,,2026-01-19,1,1,"대용량으로 시켜봤어요. 설사를 해서 바로 끊었어요. 전혀 안 먹어요, 비추합니다.",0
O01247,C0262,P0349,F0045,사료,말티즈,소형,4.6,시니어,13.8,,,2026-02-04,1,4,수의사 추천으로 바꿔봤어요. 적응 기간엔 잘 먹었는데 점점 흥미를 잃는 것 같아요.,0
O01248,C0262,P0349,F0178,간식,말티즈,소형,4.6,시니어,13.8,,,2026-07-09,1,4,다이어트 중이라 저칼로리 간식으로 골랐어요. 잘 먹는데 부스러기가 너무 많이 떨어져요. 강아지들 사이에서 인기템이에요.,1
O01249,C0263,P0350,F0062,사료,말티즈,소형,3.3,시니어,12.0,,,2023-03-21,3,4,곡물 알레르기 있어서 곡물프리로 알아보다 구매했어요. 변 상태가 훨씬 단단해졌어요. 사료 그릇을 핥아먹을 정도로 좋아해요. 이빨이 약해진 나이라 부드러운 걸 좋아해요. 주변 강아지 친구들에게도 추천했어요.,0
O01250,C0263,P0350,F0014,사료,말티즈,소형,3.3,시니어,12.0,,,2025-10-04,1,3,다른 사료 다 먹여봤는데 이게 제일 잘 맞아서 재구매했어요. 무난하게 먹입니다. 말티즈 특유로 까다롭게 골라 먹는 편인데 이건 잘 먹어요. 무난하게 급여 중입니다.,0
O01251,C0263,P0350,F0196,간식,말티즈,소형,3.3,시니어,12.0,,,2026-03-24,1,4,이빨 약한 노령견용으로 부드러운 걸 찾았어요. 크기가 적당해서 소형견도 먹기 편해요. 말티즈라 그런지 입이 짧아서 조금씩 자주 먹어요. 다른 맛도 사보려고요.,1
O01252,C0263,P0351,F0070,사료,치와와,소형,6.8,퍼피,0.5,,,2024-03-14,1,4,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 우리 아이가 정말 잘 먹어요. 활력이 좋아진 것 같아요. 강력 추천해요.,0
O01253,C0263,P0351,F0189,간식,치와와,소형,6.8,퍼피,0.5,,,2024-12-02,3,4,심심할 때 주려고 대용량으로 샀어요. 한 개 주면 더 달라고 계속 쳐다봐요.,0
O01254,C0263,P0351,F0093,사료,치와와,소형,6.8,퍼피,0.5,,,2025-03-14,3,5,밥 시간마다 꼬리를 흔들면서 달려와요. 효과가 좋아서 재구매 의사 있어요.,0
O01255,C0263,P0351,F0015,사료,치와와,소형,6.8,퍼피,0.5,,,2026-03-21,1,3,예민한 장 때문에 저자극 사료 찾던 중이었어요. 나쁘지 않아요. 무난하게 먹입니다. 그럭저럭 먹이고 있어요.,1
O01256,C0263,P0352,F0062,사료,미니어처닥스훈트,소형,5.9,퍼피,0.6,,,2023-06-07,2,3,퍼피 전용으로 바꿔주려고 구매했어요. 맛은 있나 본데 변 냄새가 너무 독해졌어요. 소형견이라 알갱이(크기)가 딱 맞아요. 그럭저럭 먹이고 있어요.,0
O01257,C0263,P0352,F0028,사료,미니어처닥스훈트,소형,5.9,퍼피,0.6,,,2024-07-24,1,4,리뷰 좋길래 반신반의로 시켜봤어요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 장이 편안한지 컨디션이 좋아 보여요. 소형견이라 알갱이(크기)가 딱 맞아요. 이 사료로 계속 갈 것 같아요.,0
O01258,C0263,P0352,F0176,간식,미니어처닥스훈트,소형,5.9,퍼피,0.6,,,2024-09-24,1,4,산책 보상용으로 구매했어요. 처음엔 잘 먹더니 물려하는지 요즘은 시큰둥해요.,0
O01259,C0263,P0352,F0023,사료,미니어처닥스훈트,소형,5.9,퍼피,0.6,,,2025-03-21,1,5,소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 물에 불리지 않아도 잘 먹어요. 변 색깔이랑 굳기가 딱 좋아요. 성장기라 그런지 잘 먹고 살도 오르는 것 같아요. 재구매 예정입니다.,0
